transaction_id,customer_id,transaction_date,category,amount,payment_method
192329829601,20637,2024-01-04,Home,284.23,UPI
885642174726,23711,2024-11-24,Beauty,383.56,PayPal
193680439589,33861,2024-08-26,Books,476.29,PayPal
238467593176,29000,2024-07-28,Beauty,412.67,Credit Card
214074156527,26893,2024-02-12,Home,201.55,Debit Card
126331740176,10536,2024-03-27,Home,74.81,Debit Card
346113186314,13086,2024-05-16,Books,136.09,UPI
727639588087,12849,2024-02-28,Clothing,465.8,PayPal
152673605083,11497,2024-02-02,Clothing,111.68,Credit Card
312295149271,14882,2024-05-18,Books,315.68,UPI
311162279334,18109,2024-06-14,Clothing,408.39,UPI
243796518993,87277,2024-05-11,Home,181.89,Debit Card
105406753127,14871,2024-10-14,Books,101.37,PayPal
103015070287,23471,2024-03-26,Beauty,321.75,Debit Card
250928685508,17971,2024-06-02,Clothing,116.48,UPI
163177659047,18808,2024-03-03,Home,13.66,Credit Card
810558012215,11776,2024-01-14,Electronics,222.49,Credit Card
365218765268,17237,2023-12-28,Beauty,147.05,PayPal
175436599232,33216,2024-02-14,Electronics,103.15,Credit Card
205661325703,22922,2024-08-15,Home,75.7,Credit Card
188888443505,13032,2024-02-03,Books,20.75,Credit Card
711838600971,13246,2024-04-30,Beauty,137.5,Debit Card
129533529409,40737,2024-11-24,Beauty,473.89,Debit Card
172191434756,32102,2024-06-03,Clothing,294.96,UPI
815778632661,14402,2024-02-24,Clothing,413.06,Credit Card
314496531573,13243,2024-12-09,Electronics,179.31,Credit Card
442922307786,78360,2024-05-06,Beauty,231.79,Debit Card
114138530488,20745,2024-06-22,Beauty,165.04,UPI
317886516379,22606,2024-01-21,Clothing,44.53,UPI
895397084582,29729,2024-06-21,Home,247.73,PayPal
224708030450,27957,2024-02-04,Clothing,316.92,Credit Card
135932556921,20645,2024-12-15,Electronics,69.83,PayPal
610452811659,93197,2024-05-12,Beauty,113.77,Credit Card
277380871956,19670,2024-04-04,Home,478.58,Debit Card
853944270719,18354,2024-05-19,Books,152.39,PayPal
219036318537,20027,2024-10-25,Books,293.41,Credit Card
157135260093,16332,2023-12-17,Books,154.45,PayPal
388779805127,10509,2024-10-13,Electronics,118.75,UPI
159035361212,22367,2023-12-18,Electronics,461.81,PayPal
750375083995,89515,2024-04-29,Clothing,471.03,UPI
146583781631,10669,2024-10-14,Books,81.14,Credit Card
166212712275,66582,2024-01-18,Home,208.51,Credit Card
321738413430,14967,2024-01-10,Clothing,108.86,Credit Card
393719945865,13788,2024-03-02,Clothing,150.52,Debit Card
334025797855,16775,2024-11-20,Electronics,445.58,PayPal
326055020773,13124,2024-03-03,Clothing,431.68,PayPal
296152202392,32453,2024-10-27,Home,143.15,Credit Card
617801089154,73975,2024-04-21,Electronics,271.44,PayPal
210172186372,28254,2024-05-08,Home,219.42,PayPal
401629428837,10595,2024-07-06,Beauty,348.97,UPI
177443131665,29921,2024-01-21,Home,359.42,PayPal
134235004845,14525,2024-06-09,Clothing,298.26,PayPal
102208903103,29780,2024-06-19,Electronics,327.36,Debit Card
114803461906,21238,2024-10-08,Clothing,158.52,Debit Card
341722668238,23162,2024-01-02,Books,161.31,Credit Card
191063995494,21704,2024-01-06,Electronics,388.14,UPI
257991196056,32408,2024-04-27,Home,92.4,Credit Card
276973063044,42102,2024-06-02,Home,171.16,Debit Card
262128267541,12102,2024-01-10,Books,145.92,Credit Card
130140979896,70583,2024-05-25,Clothing,128.63,PayPal
289029431344,33830,2024-07-12,Books,126.95,Credit Card
293548016092,13246,2024-07-12,Books,237.5,PayPal
330041555552,20762,2024-02-11,Electronics,496.16,PayPal
133474820621,19253,2024-08-02,Home,409.51,Debit Card
339081173501,13738,2024-06-28,Beauty,322.9,Debit Card
169905155788,13086,2024-04-26,Beauty,30.59,UPI
202707117116,22143,2024-05-13,Home,82.46,UPI
169543170614,33207,2024-11-14,Beauty,400.15,UPI
176208709917,23364,2024-08-12,Electronics,41.72,Credit Card
278666944934,71449,2024-06-21,Electronics,263.47,PayPal
272359371865,26077,2024-11-22,Electronics,80.27,Credit Card
311245088460,57406,2024-11-11,Electronics,114.37,Credit Card
775166001252,14590,2024-04-06,Home,168.13,Debit Card
312917398822,13477,2024-03-29,Clothing,203.11,PayPal
209861184599,52998,2024-05-10,Electronics,108.06,PayPal
185442725110,28454,2024-05-24,Home,480.1,Credit Card
249902420048,33398,2024-02-19,Home,428.55,Credit Card
450555395863,10011,2024-04-12,Home,205.54,PayPal
338091684268,29913,2024-01-05,Home,481.74,PayPal
349911579579,27485,2024-08-16,Clothing,249.34,Credit Card
305634032644,29451,2024-12-04,Electronics,197.8,Debit Card
210317639882,25320,2024-02-10,Home,132.7,UPI
112273155332,66540,2024-12-08,Electronics,14.6,Debit Card
185552506057,17790,2023-12-20,Clothing,424.71,PayPal
201563571395,12860,2024-12-13,Electronics,440.99,UPI
237875430122,21249,2024-01-13,Electronics,336.83,PayPal
842986515881,19070,2024-02-29,Books,127.11,PayPal
103578020031,20266,2024-11-30,Books,204.2,UPI
306105379969,14759,2024-01-04,Beauty,321.23,Credit Card
160736308939,10341,2024-04-25,Electronics,97.09,Credit Card
243013115924,23989,2024-05-26,Beauty,444.78,Credit Card
132519916664,32427,2024-06-17,Beauty,167.38,UPI
651771971948,22046,2024-03-17,Books,316.22,UPI
138666023773,27617,2024-07-30,Beauty,112.54,UPI
247438059854,22143,2023-12-23,Books,69.67,Credit Card
119899227903,16016,2024-09-23,Electronics,27.86,UPI
140351315802,33275,2024-02-10,Beauty,281.35,PayPal
550964168621,14517,2024-04-18,Beauty,490.45,Debit Card
124677325694,32018,2024-12-11,Clothing,60.01,Debit Card
219821918881,21475,2024-03-04,Books,242.41,UPI
193896074434,12408,2024-01-14,Books,434.14,Credit Card
143333399541,18812,2024-06-11,Electronics,104.28,UPI
315084776146,54122,2024-07-21,Clothing,425.66,Credit Card
319972156221,21012,2024-09-11,Clothing,437.07,UPI
289680195618,23855,2024-08-28,Home,177.0,UPI
302124105586,31333,2024-05-09,Beauty,276.63,UPI
229756047645,11660,2024-05-02,Books,11.46,Debit Card
190448017956,27179,2024-07-12,Electronics,475.41,Credit Card
101463293821,33412,2024-10-07,Clothing,474.28,Credit Card
420320458732,17347,2024-08-25,Electronics,388.0,Debit Card
319204183569,11309,2024-07-06,Beauty,216.97,UPI
293071013329,27515,2024-04-18,Books,48.71,UPI
198458194039,22463,2023-12-16,Electronics,195.6,UPI
154831457518,11492,2024-11-16,Home,448.3,PayPal
160389701944,15160,2023-12-28,Home,91.28,Debit Card
276300921506,98599,2024-03-08,Home,254.52,Credit Card
912813564931,20720,2024-07-23,Books,356.36,PayPal
781925587565,23989,2024-05-19,Beauty,263.63,Debit Card
323935994621,28397,2024-03-06,Clothing,130.98,Credit Card
107359632597,28202,2024-05-04,Books,57.44,PayPal
192281399568,29653,2024-05-17,Home,326.94,Debit Card
421223275725,63811,2024-08-08,Electronics,275.3,PayPal
110128126848,24229,2024-01-27,Electronics,123.03,Debit Card
216776038041,66582,2024-01-26,Electronics,201.67,Debit Card
130196701989,22140,2024-11-12,Books,219.24,Debit Card
760383047072,29299,2024-04-15,Books,295.37,UPI
716054065691,10995,2024-01-22,Clothing,51.13,Debit Card
257824254043,18629,2024-09-23,Home,172.71,PayPal
246576253195,11004,2024-03-25,Books,137.34,Credit Card
330699911685,30471,2024-07-25,Books,468.72,UPI
303301874483,16287,2024-05-09,Books,491.26,Credit Card
144824778868,25178,2024-07-12,Clothing,151.25,UPI
273876440303,45961,2024-10-08,Clothing,480.22,PayPal
160202181925,28266,2024-05-23,Beauty,437.08,Credit Card
285535647953,77603,2024-05-30,Home,483.68,Credit Card
243235034311,23893,2024-08-11,Clothing,437.64,PayPal
321520271405,26724,2024-05-27,Books,434.32,Credit Card
118856210490,32849,2024-10-24,Electronics,329.19,PayPal
454599081023,13993,2024-02-14,Electronics,453.15,UPI
640259757109,10038,2024-06-23,Electronics,366.53,PayPal
838205987959,54728,2024-11-26,Electronics,48.26,UPI
265029084869,33207,2024-07-31,Home,36.74,Debit Card
257741406029,27969,2024-07-30,Beauty,290.39,PayPal
192957806882,59662,2024-07-06,Home,328.44,Credit Card
257852757261,17664,2024-11-23,Electronics,444.5,Credit Card
784105206341,26047,2024-03-15,Beauty,164.53,Credit Card
187350895365,31836,2024-03-18,Clothing,364.09,Debit Card
119976870651,13124,2024-06-27,Beauty,311.01,UPI
147525645196,16519,2024-11-28,Electronics,446.42,Debit Card
128752224886,31637,2023-12-23,Books,42.59,PayPal
176232962863,31740,2024-03-17,Beauty,445.99,UPI
141891700410,95000,2024-05-24,Electronics,10.93,UPI
954369907894,81389,2024-01-16,Clothing,424.68,PayPal
473404788636,34007,2024-01-19,Home,396.78,UPI
151842702185,42677,2024-05-11,Home,233.94,Credit Card
548715632263,18558,2024-03-19,Electronics,33.64,Debit Card
313753457481,33205,2024-04-05,Clothing,386.8,PayPal
546278524615,17544,2024-09-29,Home,71.59,Credit Card
220703843673,99559,2024-06-29,Electronics,354.17,UPI
306511696008,88810,2024-08-29,Electronics,315.27,Credit Card
208200033725,24519,2024-10-25,Clothing,475.69,UPI
335166852371,13246,2024-11-27,Clothing,369.12,PayPal
221251344907,20426,2024-09-03,Home,330.98,PayPal
153809485739,24189,2024-09-18,Home,179.35,UPI
204267095004,26504,2024-07-03,Beauty,198.9,Credit Card
718686296104,14732,2024-09-23,Electronics,213.94,Credit Card
146099263211,24530,2024-08-11,Electronics,61.21,Debit Card
175958087086,14600,2024-02-28,Electronics,481.37,PayPal
870701874228,33490,2024-08-21,Electronics,175.21,PayPal
318305754429,12335,2024-07-24,Clothing,374.72,PayPal
275262819083,33751,2024-05-22,Electronics,80.3,PayPal
252294459556,33422,2024-04-08,Home,34.32,Debit Card
110565388836,86025,2024-03-17,Home,452.97,Credit Card
204239523062,25602,2024-06-04,Home,153.57,PayPal
157729597754,23154,2024-07-03,Clothing,244.09,PayPal
304277945078,32263,2024-12-05,Beauty,408.57,PayPal
167431126826,24460,2024-10-01,Electronics,252.03,Credit Card
785509025339,21801,2024-12-10,Clothing,365.56,PayPal
560451033825,11069,2024-08-01,Electronics,224.04,UPI
530140779964,12088,2024-05-05,Beauty,363.01,PayPal
445621345970,14759,2024-04-20,Beauty,131.8,PayPal
156527986944,88290,2024-12-04,Home,356.0,Debit Card
156514101843,18434,2024-06-08,Clothing,319.66,Debit Card
131360251824,84546,2024-05-29,Clothing,432.72,Credit Card
306631821147,21747,2024-07-17,Beauty,64.48,Credit Card
223239665731,33958,2024-05-12,Home,397.53,UPI
501879389389,71916,2024-06-13,Home,492.74,PayPal
994616386615,10669,2024-07-23,Home,353.79,PayPal
162243084164,17347,2024-02-27,Beauty,266.42,Credit Card
905385850919,17664,2024-01-06,Home,376.99,UPI
722646751087,20363,2024-05-31,Books,473.55,UPI
204503236094,20652,2024-03-27,Electronics,188.49,Debit Card
172854819182,32263,2024-06-05,Books,365.09,Debit Card
868780258977,29653,2024-01-24,Clothing,245.37,Debit Card
127100750908,26206,2024-07-06,Clothing,195.4,Debit Card
242259556136,23471,2024-08-04,Clothing,281.4,Debit Card
337531845646,16526,2024-08-20,Clothing,431.92,Credit Card
315345999653,20642,2024-07-28,Clothing,161.99,PayPal
167555377957,32991,2024-08-24,Beauty,184.81,Debit Card
119243795864,43603,2024-10-06,Home,339.12,Credit Card
236856155542,11170,2024-09-06,Clothing,217.05,Debit Card
109107547776,19148,2024-07-04,Home,234.75,UPI
296485760183,34899,2024-05-17,Electronics,469.04,Debit Card
329671215198,31290,2024-12-05,Home,166.5,Debit Card
237972374767,20645,2024-05-12,Books,309.55,PayPal
323351795477,21635,2024-01-05,Home,103.86,UPI
691176046509,28027,2024-02-27,Home,386.67,Debit Card
291294743333,10570,2024-04-10,Books,432.27,Credit Card
371479721709,33490,2024-02-23,Clothing,204.32,Credit Card
231241420085,15433,2024-06-23,Electronics,396.12,Credit Card
312476869140,25795,2024-02-27,Clothing,47.94,Debit Card
285816621538,29640,2024-04-12,Home,448.04,UPI
172711982097,17962,2024-08-30,Home,192.42,UPI
147608480670,31095,2024-08-29,Beauty,17.57,Debit Card
206631540446,33422,2024-02-25,Electronics,347.52,PayPal
237794382399,31255,2024-04-18,Electronics,109.6,Debit Card
753065268997,40058,2024-03-22,Clothing,81.27,Credit Card
993378662018,31290,2024-10-16,Books,275.16,PayPal
302023301653,23785,2024-11-27,Clothing,258.04,PayPal
590970114493,15453,2024-02-12,Beauty,266.35,PayPal
310853622880,40391,2024-04-21,Beauty,399.16,PayPal
103412699829,33398,2024-10-11,Beauty,52.82,Credit Card
182345402054,31003,2024-04-10,Clothing,176.98,PayPal
608286978878,29373,2024-10-12,Books,211.66,Credit Card
577153578682,54122,2024-02-23,Beauty,298.58,Debit Card
202651337651,88810,2024-10-15,Home,374.68,Credit Card
267147904717,60346,2024-08-28,Electronics,325.53,PayPal
117796436803,11770,2024-09-09,Home,356.41,PayPal
351822415815,28454,2024-06-20,Beauty,455.4,PayPal
236610226755,23934,2024-11-26,Electronics,239.54,Debit Card
271147962830,33422,2024-01-01,Home,485.97,Debit Card
755756975318,59565,2024-04-19,Clothing,83.89,UPI
197929054945,17646,2024-03-22,Electronics,54.61,PayPal
395166784815,21035,2024-04-28,Home,208.98,PayPal
920302365949,26872,2024-07-22,Beauty,313.4,UPI
944902626631,27706,2024-06-06,Electronics,420.06,PayPal
269087459617,20745,2024-05-23,Home,460.01,UPI
144835883044,28100,2024-01-04,Home,404.89,UPI
134081587511,33321,2024-08-21,Books,19.64,PayPal
197759606661,59875,2024-08-21,Electronics,222.93,PayPal
100804161466,10261,2024-06-14,Home,93.13,Credit Card
317434740489,23364,2024-02-19,Beauty,495.68,PayPal
330212819541,26329,2024-07-15,Clothing,103.12,UPI
283658640860,13032,2024-06-16,Home,131.07,PayPal
770570230550,10595,2024-05-07,Books,311.13,Debit Card
326929610375,21295,2024-03-25,Beauty,193.23,PayPal
251966630004,28953,2024-07-03,Clothing,412.51,Credit Card
190444201130,30506,2024-11-09,Home,48.74,Credit Card
251885628782,10385,2024-03-16,Clothing,232.78,UPI
759861163657,30877,2024-11-21,Electronics,71.56,Credit Card
376271135985,16649,2024-03-22,Beauty,467.18,PayPal
405132720447,57406,2024-02-08,Beauty,456.72,Credit Card
242236161761,96837,2024-08-05,Books,185.02,PayPal
247046311942,10754,2024-09-20,Books,46.93,UPI
237938589169,31748,2024-05-03,Electronics,462.9,PayPal
725691555586,31012,2024-12-11,Clothing,16.61,PayPal
237984645727,12088,2024-09-23,Home,146.79,UPI
137015084865,24118,2024-10-24,Home,212.39,UPI
165299189260,55380,2024-07-14,Home,82.34,Debit Card
302790295886,17347,2024-11-24,Electronics,384.36,Credit Card
220457811192,11567,2024-02-15,Books,395.76,UPI
951741086130,28594,2024-10-12,Books,76.58,Credit Card
558526421554,10140,2024-01-22,Clothing,57.39,Credit Card
826049677290,24755,2024-08-27,Home,474.28,Debit Card
199127982401,35679,2024-04-08,Beauty,66.2,UPI
815013869385,27077,2024-02-15,Beauty,418.8,PayPal
233760364173,10463,2024-03-31,Clothing,165.94,PayPal
239935348730,63612,2024-07-11,Books,234.17,PayPal
540872899247,42102,2024-05-23,Beauty,356.01,UPI
138223733091,18427,2024-09-16,Home,202.88,Debit Card
196211602632,28460,2024-03-26,Clothing,473.35,PayPal
782865770616,96373,2024-11-07,Clothing,108.8,PayPal
332530349057,21249,2024-08-08,Beauty,442.51,PayPal
330170365642,44793,2024-10-01,Electronics,69.48,PayPal
194050225148,26480,2024-03-13,Home,439.15,PayPal
284848452712,25922,2024-11-15,Beauty,60.5,PayPal
246149073077,23030,2024-08-22,Clothing,239.82,Credit Card
956362203045,30154,2024-01-25,Clothing,489.03,UPI
206417979718,13124,2023-12-28,Books,397.75,Debit Card
774821837719,21035,2024-09-20,Clothing,198.33,PayPal
119552736128,80104,2024-05-28,Beauty,166.95,Debit Card
275280882438,23056,2024-11-30,Books,475.62,UPI
190659083208,17838,2024-02-18,Electronics,315.15,UPI
291163670675,31237,2024-05-27,Clothing,310.9,Credit Card
286160995037,15301,2024-08-12,Home,284.32,Credit Card
139158679791,12260,2023-12-26,Beauty,187.58,Credit Card
179317564177,10136,2024-09-16,Home,285.46,UPI
261526406514,14590,2024-12-07,Beauty,111.78,Debit Card
265601452965,25835,2024-08-27,Electronics,308.77,Debit Card
222327813560,98853,2024-01-20,Beauty,155.57,Credit Card
842221384167,14914,2024-07-20,Clothing,264.22,UPI
120918849327,66084,2024-07-06,Home,439.61,Credit Card
137634383272,15766,2024-06-09,Electronics,226.46,UPI
216845339336,30506,2024-08-02,Books,212.02,PayPal
444173716988,19615,2024-03-25,Clothing,473.94,UPI
777273986938,29913,2024-12-11,Home,247.33,UPI
788760396424,11776,2024-11-28,Home,81.88,UPI
209359671263,40509,2024-09-06,Home,221.74,UPI
751613133163,29398,2024-10-10,Books,128.25,Debit Card
810749851978,10038,2024-04-11,Home,62.77,UPI
990072517543,31003,2024-05-26,Beauty,265.85,Debit Card
120181745763,10059,2024-06-29,Beauty,177.99,UPI
301688877764,98301,2024-10-18,Clothing,124.95,Credit Card
178054944671,13718,2024-07-09,Home,197.71,Debit Card
181708096246,21747,2024-06-01,Electronics,147.52,PayPal
184477914389,11424,2024-11-27,Home,46.45,Debit Card
158478482242,27729,2024-05-16,Beauty,56.42,UPI
862459580617,28003,2024-07-07,Home,398.41,Credit Card
231597576631,22908,2024-02-04,Electronics,113.03,Debit Card
228318641596,31336,2024-01-02,Clothing,190.49,PayPal
328960543705,22650,2024-01-14,Home,249.44,Debit Card
842331685489,11036,2024-02-21,Electronics,110.6,UPI
233200839847,73134,2024-11-22,Electronics,295.46,Credit Card
201373201973,59662,2024-09-25,Beauty,499.68,UPI
333527541638,83891,2024-11-14,Books,77.63,UPI
494700772560,14218,2024-08-20,Books,266.0,Debit Card
191799431702,24505,2024-02-24,Home,180.33,PayPal
617662807877,71916,2024-01-18,Clothing,433.57,PayPal
311258666528,13525,2024-04-25,Home,389.97,Debit Card
335581038390,14416,2024-04-15,Home,71.08,PayPal
218790623916,55380,2024-05-16,Home,165.24,PayPal
286315385475,11599,2024-10-20,Beauty,345.28,Credit Card
210158874443,32445,2024-12-08,Electronics,492.01,Debit Card
164878100773,11761,2024-11-15,Clothing,479.61,Credit Card
288334312591,28533,2024-11-05,Clothing,477.18,Credit Card
251467226233,76044,2024-09-13,Electronics,33.17,Credit Card
279873530700,16994,2024-02-04,Beauty,461.12,Debit Card
265308456043,33976,2024-09-26,Beauty,84.87,UPI
453691114119,13937,2024-05-19,Electronics,350.34,UPI
124210691206,97334,2024-11-30,Electronics,457.5,PayPal
198639868838,15178,2024-07-15,Beauty,78.73,Credit Card
119603090413,30102,2024-11-07,Home,464.14,Credit Card
398865282143,77005,2024-11-09,Beauty,485.51,Credit Card
165873441534,28254,2024-11-06,Clothing,133.96,Debit Card
244454007788,28662,2024-06-10,Home,167.19,UPI
962707374949,21801,2024-09-24,Beauty,62.12,Debit Card
636835752257,23855,2024-08-08,Beauty,162.27,Credit Card
164194076980,30093,2024-03-29,Books,264.27,Credit Card
252352194571,44793,2024-09-22,Clothing,322.9,Credit Card
252027954684,26104,2024-05-14,Electronics,43.11,Debit Card
298508504789,27706,2024-08-10,Clothing,97.61,PayPal
177888118282,17275,2024-04-14,Electronics,385.27,UPI
820223740075,19475,2024-08-28,Home,72.78,PayPal
234869053212,61563,2024-03-26,Home,27.2,Debit Card
149396767791,17962,2024-12-14,Books,78.77,Credit Card
118892286780,10261,2024-09-12,Beauty,375.94,UPI
182823559890,28442,2024-08-10,Electronics,247.56,UPI
186747166206,32100,2024-03-05,Clothing,390.82,UPI
774685930014,31062,2024-08-07,Electronics,114.04,PayPal
156783555820,21254,2024-03-11,Books,318.95,PayPal
126921911866,28862,2024-06-19,Clothing,85.5,Debit Card
177706857743,30070,2024-02-10,Beauty,209.63,UPI
316116071562,31319,2024-06-28,Electronics,364.89,Debit Card
759852320919,23588,2024-01-01,Beauty,236.93,Credit Card
106819823235,30467,2024-12-06,Electronics,252.06,UPI
238286470377,46607,2024-10-15,Clothing,52.9,Credit Card
286196991812,21801,2024-07-16,Beauty,241.03,Credit Card
212054748107,31637,2024-12-05,Electronics,393.72,UPI
141515367500,75504,2024-07-24,Clothing,168.45,Debit Card
505968293075,88327,2024-06-29,Home,321.86,Credit Card
180553599286,26329,2024-06-18,Books,82.44,PayPal
301521325543,10536,2024-09-25,Clothing,251.47,PayPal
206683278407,28907,2024-05-09,Electronics,19.81,PayPal
218732308338,21742,2024-10-22,Home,85.69,UPI
131891667515,23835,2024-04-27,Electronics,282.53,UPI
296925233731,23364,2024-01-22,Beauty,284.04,Debit Card
161861360706,19870,2024-01-31,Books,116.26,Credit Card
273101623784,23153,2024-01-20,Clothing,485.92,UPI
141059158934,11170,2024-11-19,Clothing,144.26,Credit Card
434516604687,20863,2024-04-02,Electronics,54.07,Credit Card
207414313827,60452,2024-05-17,Home,343.92,Debit Card
332732354866,27682,2024-07-16,Beauty,153.18,Credit Card
171590337557,10341,2024-02-26,Beauty,217.84,UPI
327452043949,29156,2024-11-27,Home,321.27,PayPal
900416075089,24811,2024-09-07,Books,109.42,UPI
873776907312,94838,2024-11-20,Beauty,161.56,UPI
324466663052,74232,2024-08-27,Beauty,437.47,PayPal
180803137710,38198,2024-01-08,Electronics,357.93,PayPal
196253783172,20178,2024-02-27,Electronics,157.16,UPI
323303210219,24505,2024-05-22,Home,99.55,Debit Card
234854341870,19670,2024-09-06,Clothing,177.8,Debit Card
187861068909,66347,2023-12-25,Home,405.77,Credit Card
160466053785,78437,2024-10-23,Clothing,234.15,Credit Card
176188293288,23785,2024-07-29,Beauty,163.61,Debit Card
216038330305,14732,2024-07-16,Electronics,266.59,UPI
136162496892,56181,2024-05-03,Beauty,303.89,PayPal
452849801069,14279,2024-05-03,Home,63.28,Credit Card
194051280190,27913,2024-11-04,Beauty,81.1,UPI
195804771691,66347,2024-08-01,Beauty,462.29,Debit Card
121670120822,25120,2024-06-27,Beauty,425.45,Credit Card
242138050368,73134,2024-06-13,Beauty,258.26,Credit Card
315980354208,31037,2024-11-23,Electronics,26.62,PayPal
308496290954,16408,2024-01-25,Beauty,183.72,Debit Card
241194052513,21295,2024-01-26,Clothing,413.21,Credit Card
257576562183,17494,2024-03-27,Beauty,290.88,Debit Card
137449734792,15301,2024-07-30,Books,122.31,PayPal
209275587348,13086,2024-02-01,Beauty,259.17,UPI
318504228405,45165,2023-12-31,Clothing,350.92,UPI
472932011594,32268,2024-01-04,Clothing,261.05,Debit Card
317161126546,49147,2024-06-21,Beauty,370.73,Credit Card
235910548186,10500,2024-11-29,Clothing,478.61,Credit Card
119587637813,23011,2024-07-21,Books,476.8,PayPal
257721006860,23564,2023-12-27,Books,435.01,UPI
234389258447,17974,2024-09-11,Home,289.15,Credit Card
961313951274,28137,2024-11-05,Beauty,195.19,Debit Card
223698673865,18629,2024-08-06,Books,364.55,Debit Card
290895813398,71312,2024-02-28,Books,346.24,PayPal
102107073545,28027,2024-09-29,Clothing,300.82,PayPal
179521133979,17347,2024-02-22,Electronics,404.96,PayPal
241076015508,19231,2024-04-27,Clothing,112.98,UPI
129402495580,86791,2024-10-11,Electronics,221.26,Credit Card
326838008766,19930,2024-11-09,Beauty,275.28,Debit Card
268935262742,11144,2024-06-11,Clothing,469.5,Debit Card
262081178653,15301,2024-05-24,Books,190.32,PayPal
315148798701,98275,2024-05-23,Beauty,330.89,UPI
155644507438,17631,2024-10-26,Beauty,230.41,Debit Card
139735005868,18806,2024-08-29,Home,217.89,Debit Card
120344252281,58676,2024-02-04,Home,499.23,Debit Card
153382993842,77648,2024-04-15,Clothing,416.55,PayPal
419005022296,30080,2024-05-07,Home,146.85,PayPal
810094685859,31078,2024-05-11,Clothing,168.85,UPI
261027263573,13029,2024-10-05,Electronics,87.74,Debit Card
242943601686,20430,2024-06-22,Books,136.38,Debit Card
261004936195,10995,2024-09-07,Books,124.92,Credit Card
232355814489,95000,2024-03-06,Books,214.39,Credit Card
233219610643,31398,2024-08-25,Clothing,279.61,UPI
223392547391,33207,2024-10-30,Beauty,453.46,PayPal
283335456257,33943,2024-04-19,Home,281.57,Credit Card
104407218028,18808,2024-03-02,Electronics,111.94,Debit Card
980933797356,26570,2024-03-03,Books,431.93,PayPal
185107280553,17160,2024-12-09,Books,439.58,UPI
820496653781,43312,2024-06-11,Books,471.68,UPI
262919833476,66394,2024-04-22,Books,70.67,UPI
225965744189,12497,2024-03-17,Clothing,138.43,UPI
157235537128,20637,2024-11-18,Beauty,110.06,PayPal
843821462807,19718,2024-09-28,Beauty,426.58,Credit Card
361171084046,17267,2024-02-21,Home,349.61,PayPal
299218631698,20652,2024-10-05,Beauty,393.64,PayPal
286018416095,24552,2024-05-11,Books,263.91,PayPal
131074621097,21876,2024-09-07,Beauty,336.53,Debit Card
428693373615,10261,2024-08-05,Electronics,336.64,PayPal
262403252973,21479,2024-04-24,Books,254.21,UPI
996147124453,19870,2024-10-22,Electronics,499.22,Credit Card
332285426330,30705,2024-07-25,Clothing,119.37,Credit Card
974064620928,26329,2024-01-04,Books,209.97,UPI
281882754821,52998,2024-08-11,Clothing,323.97,Debit Card
246376560316,12883,2024-04-25,Electronics,41.1,UPI
571549886090,26127,2024-06-19,Beauty,35.09,Debit Card
214287179164,24853,2024-01-21,Beauty,405.87,PayPal
288017617647,18465,2024-05-20,Clothing,434.22,Credit Card
198241253156,61922,2024-10-02,Books,442.93,PayPal
295245957361,14125,2024-01-12,Home,363.09,UPI
173599048720,12114,2024-07-13,Beauty,406.78,Debit Card
255924231546,10914,2023-12-25,Beauty,336.63,Debit Card
604881036381,13507,2024-04-26,Beauty,486.64,Debit Card
588273712874,88148,2024-05-10,Books,354.39,UPI
509884875203,13477,2024-02-14,Books,256.0,Debit Card
119605376102,58676,2024-06-05,Electronics,103.75,Credit Card
275634509273,20637,2024-01-07,Home,286.64,PayPal
141835883376,17494,2023-12-24,Electronics,208.85,PayPal
129148407760,42102,2024-06-04,Home,382.89,Credit Card
398194571371,28138,2024-06-11,Electronics,197.7,PayPal
287550213580,15897,2024-08-27,Beauty,350.72,Credit Card
272462978749,16996,2024-05-09,Books,260.86,Credit Card
727713424884,95582,2024-10-13,Home,120.4,UPI
169384017229,18791,2024-08-16,Home,429.83,PayPal
241626690337,14360,2024-08-03,Home,468.65,PayPal
183279596224,56551,2024-11-23,Electronics,343.4,Debit Card
285623223448,27337,2024-09-29,Electronics,394.79,PayPal
698029770048,20126,2024-01-10,Beauty,187.49,PayPal
305173442499,88327,2024-08-14,Electronics,87.47,Credit Card
937311932135,61710,2024-08-07,Home,396.69,UPI
300433626744,27631,2024-08-13,Clothing,152.01,PayPal
114569954953,59339,2024-08-27,Electronics,106.83,Debit Card
265417822119,11004,2024-12-14,Home,172.64,PayPal
885422497577,30288,2024-04-16,Home,410.13,PayPal
104129260485,13507,2024-02-19,Clothing,75.34,Debit Card
329725943808,24926,2024-09-11,Home,428.7,UPI
823162822024,60346,2024-08-29,Electronics,355.19,PayPal
174814641052,17230,2024-10-18,Books,370.38,UPI
218762435754,13477,2024-04-10,Home,293.19,PayPal
109581990238,95582,2024-02-22,Home,118.87,UPI
174950066859,18187,2024-11-17,Beauty,90.94,Credit Card
873179937742,24926,2024-06-17,Electronics,465.1,Credit Card
164939334846,11817,2024-01-18,Home,186.73,Credit Card
257420158146,21988,2024-04-12,Books,113.89,UPI
420213168427,53843,2024-01-01,Clothing,181.92,Debit Card
106457434158,20645,2024-07-02,Clothing,109.83,Credit Card
262017847731,31969,2024-07-01,Electronics,269.03,Credit Card
164206141755,87182,2024-07-10,Clothing,310.89,Credit Card
